Variant1	Class1	PP1	Variant2	Class2	PP2	trait	distance	regionA	regionB
chr4:55408999-55409000	accessible	0.9998	chr4:55348263-55348264	intergenic	0.1062	RBC_COUNT	60734	region27	region27
chr8:145158607-145158608	coding	0.4408	chr8:145097720-145097721	intron	0.5582	EO_COUNT	60885	region113	region113
chr3:18250509-18250510	accessible	0.3706	chr3:18311412-18311413	intergenic	0.4641	MPV	60901	region44	region44
chr1:150748134-150748135	accessible	0.1869	chr1:150686633-150686634	intron	0.1434	RETIC_COUNT	61499	region11	region11
chr16:88862343-88862344	intergenic	0.3125	chr16:88924217-88924218	promoter	0.2464	MEAN_RETIC_VOL	61872	region129	region129
chr4:77308619-77308620	intron	0.3703	chr4:77246637-77246638	promoter	0.7043	NEUTRO_COUNT	61980	region39	region39
chr17:17887677-17887678	intron	0.9714	chr17:17949789-17949790	intron	0.3018	NEUTRO_COUNT	62110	region168	region168
chr2:113667549-113667550	accessible	0.1322	chr2:113729692-113729693	intergenic	0.3461	NEUTRO_COUNT	62141	region16	region16
chr17:27876805-27876806	coding	0.1559	chr17:27814496-27814497	intron	0.2701	MPV	62307	region201	region201
chr16:67543463-67543464	intergenic	0.103	chr16:67605794-67605795	intron	0.1338	MCV	62329	region170	region170
chr15:42015575-42015576	intron	0.2371	chr15:41953231-41953232	promoter	0.2539	MEAN_RETIC_VOL	62342	region126	region126
chr2:46428466-46428467	intergenic	0.1789	chr2:46365920-46365921	intron	0.7345	HCT	62544	region9	region9
chr5:87253180-87253181	intergenic	0.2176	chr5:87190517-87190518	intergenic	0.1397	MCH	62661	region47	region47
chr3:17033983-17033984	accessible	0.2469	chr3:16970938-16970939	intron	0.5835	MEAN_RETIC_VOL	63043	region31	region31
chr3:18700867-18700868	intergenic	0.9264	chr3:18764304-18764305	intergenic	0.3409	WBC_COUNT	63435	region36	region36
chr6:46945711-46945712	intergenic	0.3652	chr6:46882165-46882166	intron	0.1102	MPV	63544	region78	region78
chr12:40545410-40545411	accessible	0.2462	chr12:40481823-40481824	intron	0.156	NEUTRO_COUNT	63585	region136	region136
chr19:55120614-55120615	accessible	0.9928	chr19:55184549-55184550	intergenic	0.1365	BASO_COUNT	63933	region47	region47
chr22:46300220-46300221	accessible	0.174	chr22:46364161-46364162	intron	0.1345	HCT	63939	region111	region111
chr17:37579383-37579384	intron	1	chr17:37514837-37514838	intron	0.958	NEUTRO_COUNT	64544	region162	region162
chr17:37579383-37579384	intron	0.9999	chr17:37514837-37514838	intron	0.9461	WBC_COUNT	64544	region215	region215
chr16:69671350-69671351	intron	0.4584	chr16:69605887-69605888	intron	0.171	RETIC_COUNT	65461	region109	region109
chr5:10693896-10693897	intron	0.1124	chr5:10759514-10759515	promoter	0.325	EO_COUNT	65616	region63	region63
chr17:45759767-45759768	intron	0.1474	chr17:45694112-45694113	intron	0.1027	MPV	65653	region206	region206
chr8:22530061-22530062	intergenic	0.9156	chr8:22464064-22464065	promoter	0.3367	WBC_COUNT	65995	region145	region145
chr19:13072596-13072597	intergenic	0.9225	chr19:13006591-13006592	intron	0.1771	MCH	66003	region178	region178
chr19:13072596-13072597	intergenic	0.9778	chr19:13006591-13006592	intron	0.1542	MCV	66003	region188	region188
chr14:103498674-103498675	accessible	0.7072	chr14:103565044-103565045	promoter	0.2225	MPV	66368	region174	region174
chr16:88856084-88856085	accessible	0.8747	chr16:88788934-88788935	intron	0.9881	MCHC	67148	region52	region52
chr12:40821478-40821479	intron	0.5737	chr12:40754308-40754309	intron	0.3725	NEUTRO_COUNT	67168	region135	region135
chr12:40754308-40754309	intron	0.5806	chr12:40821478-40821479	intron	0.4172	WBC_COUNT	67168	region184	region184
chr17:38142690-38142691	intron	0.5626	chr17:38075009-38075010	promoter	0.2234	NEUTRO_COUNT	67679	region163	region163
chr17:38142690-38142691	intron	0.4269	chr17:38075009-38075010	promoter	0.2935	WBC_COUNT	67679	region216	region216
chr12:111932800-111932801	intron	0.5565	chr12:111865049-111865050	intron	0.1174	HCT	67749	region76	region76
chr12:111865049-111865050	intron	0.3415	chr12:111932800-111932801	intron	0.111	MONO_COUNT	67749	region146	region146
chr12:111932800-111932801	intron	0.2969	chr12:111865049-111865050	intron	0.1457	RBC_COUNT	67749	region82	region82
chr2:61798641-61798642	intergenic	0.1108	chr2:61730787-61730788	intron	0.1862	MCH	67852	region17	region17
chr2:46293826-46293827	accessible	0.9907	chr2:46225778-46225779	intron	0.7498	HGB	68046	region10	region10
chr1:149995265-149995266	intergenic	0.1211	chr1:149927034-149927035	intron	0.1116	PLT_COUNT	68229	region15	region15
chr6:135411228-135411229	intergenic	0.4576	chr6:135479911-135479912	intergenic	0.1135	MEAN_RETIC_VOL	68681	region43	region43
chr10:11836092-11836093	accessible	0.1134	chr10:11904988-11904989	intron	0.6213	MPV	68894	region131	region131
chr5:131490283-131490284	intergenic	0.2936	chr5:131559199-131559200	intron	1	EO_COUNT	68914	region1003	region1003
chr2:32021240-32021241	intergenic	0.5295	chr2:32090983-32090984	intergenic	0.114	NEUTRO_COUNT	69741	region23	region23
chr2:183478362-183478363	intergenic	0.6668	chr2:183407323-183407324	intergenic	0.6594	WBC_COUNT	71037	region22	region22
chr17:43853922-43853923	intron	0.2477	chr17:43782492-43782493	intron	0.2141	PLT_COUNT	71428	region204	region204
chr4:39365720-39365721	accessible	0.1037	chr4:39294235-39294236	intron	0.5265	MCV	71483	region43	region43
chr4:52793762-52793763	intergenic	0.1879	chr4:52865251-52865252	intron	0.1681	MPV	71487	region64	region64
chr19:55112489-55112490	coding	0.1556	chr19:55184549-55184550	intergenic	0.7479	NEUTRO_COUNT	72058	region174	region174
chr3:56849749-56849750	accessible	1	chr3:56776908-56776909	intron	0.146	PLT_COUNT	72839	region36	region36
chr11:67024534-67024535	coding	0.1627	chr11:67097778-67097779	intron	0.1794	MCH	73242	region132	region132
chr11:67024534-67024535	coding	0.1431	chr11:67097778-67097779	intron	0.1558	MCV	73242	region137	region137
chr9:5038596-5038597	intron	0.4348	chr9:5112288-5112289	intron	0.1097	PLT_COUNT	73690	region130	region130
chr2:220155459-220155460	accessible	0.4459	chr2:220081416-220081417	coding	0.1552	RETIC_COUNT	74041	region14	region14
chr1:27262545-27262546	intron	0.5268	chr1:27187881-27187882	promoter	0.1259	PLT_COUNT	74662	region1001	region1001
chr12:112007756-112007757	accessible	0.1059	chr12:111932800-111932801	intron	0.1389	RETIC_COUNT	74954	region94	region94
chr16:67170726-67170727	intron	0.2262	chr16:67246297-67246298	promoter	0.135	MCH	75569	region162	region162
chr20:57673950-57673951	intergenic	0.1267	chr20:57598332-57598333	intron	0.2134	MPV	75616	region236	region236
chr1:25877492-25877493	intron	0.6811	chr1:25801760-25801761	intron	0.2179	MPV	75730	region6	region6
chr7:98580812-98580813	intron	0.1223	chr7:98657025-98657026	intron	0.1081	MEAN_RETIC_VOL	76211	region80	region80
chr1:155261709-155261710	coding	0.3318	chr1:155184975-155184976	intron	0.1305	HGB	76732	region4	region4
chr1:25677605-25677606	intron	0.9187	chr1:25600747-25600748	promoter	0.3334	MCHC	76856	region5	region5
chr1:118251143-118251144	accessible	0.999	chr1:118174222-118174223	accessible	0.1953	RETIC_COUNT	76919	region6	region6
chr7:92308144-92308145	accessible	0.1357	chr7:92385350-92385351	intron	0.6763	BASO_COUNT	77204	region22	region22
chr16:86016328-86016329	accessible	0.1082	chr16:85938835-85938836	intron	0.1747	NEUTRO_COUNT	77491	region158	region158
chr13:108993494-108993495	intergenic	0.9956	chr13:108915663-108915664	intergenic	0.1187	MONO_COUNT	77829	region159	region159
chr4:90738839-90738840	intron	0.1356	chr4:90816799-90816800	promoter	0.9906	BASO_COUNT	77958	region12	region12
chr15:63910433-63910434	intron	0.3926	chr15:63831984-63831985	intron	0.3261	RETIC_COUNT	78447	region1003	region1003
chr18:77234209-77234210	intron	0.2188	chr18:77155419-77155420	promoter	0.1279	MPV	78788	region222	region222
chr9:33882692-33882693	intron	0.5555	chr9:33962203-33962204	intron	0.4419	BASO_COUNT	79509	region28	region28
chr9:33882692-33882693	intron	0.7794	chr9:33962203-33962204	intron	0.7738	MONO_COUNT	79509	region131	region131
chr3:50352458-50352459	intergenic	0.6307	chr3:50272649-50272650	promoter	0.1721	MCH	79807	region31	region31
chr3:50352458-50352459	intergenic	0.1461	chr3:50272649-50272650	promoter	0.1605	MCV	79807	region35	region35
chr8:6906040-6906041	intergenic	0.7307	chr8:6825496-6825497	promoter	0.3325	BASO_COUNT	80542	region27	region27
chr3:195913051-195913052	intergenic	0.5794	chr3:195832147-195832148	intergenic	0.1255	RBC_COUNT	80902	region21	region21
chr8:48930957-48930958	intron	0.1444	chr8:48849743-48849744	intron	0.1073	MCV	81212	region119	region119
chr1:10081736-10081737	intergenic	0.1478	chr1:10000476-10000477	intron	0.4302	HCT	81258	region8	region8
chr6:32269486-32269487	intron	0.3771	chr6:32187721-32187722	intron	0.2322	PLT_COUNT	81763	region81	region81
chr17:43894111-43894112	intron	0.8805	chr17:43812218-43812219	intron	0.1174	WBC_COUNT	81891	region217	region217
chr19:12994618-12994619	accessible	0.2192	chr19:12911252-12911253	promoter	0.1012	MCV	83364	region188	region188
chr16:81870969-81870970	accessible	0.368	chr16:81787540-81787541	accessible	0.1015	MPV	83427	region195	region195
chr2:46449485-46449486	intergenic	0.1666	chr2:46365920-46365921	intron	0.4484	HGB	83563	region10	region10
chr19:41410232-41410233	intergenic	0.1733	chr19:41326518-41326519	intergenic	0.1401	HGB	83712	region112	region112
chr4:39365720-39365721	accessible	0.1037	chr4:39450844-39450845	coding	0.1405	MCV	85122	region43	region43
chr3:141333839-141333840	intergenic	0.6807	chr3:141248515-141248516	intron	0.3175	MCH	85322	region28	region28
chr8:41630447-41630448	accessible	0.9665	chr8:41545076-41545077	intron	0.1314	MCV	85369	region112	region112
chr1:118251143-118251144	accessible	0.9994	chr1:118165691-118165692	coding	0.1482	MCH	85450	region5	region5
chr1:118251143-118251144	accessible	0.9997	chr1:118165691-118165692	coding	0.2662	MCV	85450	region7	region7
chr14:65163753-65163754	intergenic	0.4024	chr14:65249815-65249816	promoter	0.9657	RETIC_COUNT	86060	region101	region101
chr3:51874679-51874680	intergenic	0.4121	chr3:51788391-51788392	intergenic	0.1083	RETIC_COUNT	86286	region1001	region1001
chr2:144162105-144162106	intron	0.9775	chr2:144248905-144248906	intron	0.1224	LYMPH_COUNT	86798	region19	region19
chr11:67097778-67097779	intron	0.1558	chr11:67184725-67184726	promoter	0.1938	MCV	86945	region137	region137
chr1:231558054-231558055	coding	0.4247	chr1:231470772-231470773	coding	0.1237	HGB	87280	region1	region1
chr4:38944591-38944592	intron	0.1186	chr4:38856920-38856921	promoter	0.4096	MCV	87669	region43	region43
chr10:8018309-8018310	intron	0.622	chr10:7930232-7930233	intron	0.365	WBC_COUNT	88075	region172	region172
chr10:46096500-46096501	accessible	0.1707	chr10:46008203-46008204	intron	0.2157	MCH	88295	region122	region122
chr10:46096500-46096501	accessible	0.2238	chr10:46008203-46008204	intron	0.1265	MCV	88295	region126	region126
chr6:44030011-44030012	intergenic	1	chr6:43941137-43941138	intergenic	0.2412	HCT	88872	region30	region30
chr6:44030011-44030012	intergenic	1	chr6:43941137-43941138	intergenic	0.2976	RBC_COUNT	88872	region41	region41
chr9:112658580-112658581	accessible	0.1829	chr9:112747936-112747937	intron	0.131	WBC_COUNT	89354	region159	region159
chr12:48409054-48409055	intergenic	0.2573	chr12:48499131-48499132	promoter	0.2371	HCT	90075	region77	region77
chr12:48409054-48409055	intergenic	0.5062	chr12:48499131-48499132	promoter	0.3567	HGB	90075	region86	region86
chr12:48409054-48409055	intergenic	0.1639	chr12:48499131-48499132	promoter	0.1943	RBC_COUNT	90075	region84	region84
chr15:64741411-64741412	intron	0.5764	chr15:64832036-64832037	intron	0.119	MPV	90623	region183	region183
chr15:64832036-64832037	intron	0.5032	chr15:64741411-64741412	intron	0.1628	PLT_COUNT	90623	region188	region188
chr1:25562661-25562662	intergenic	0.1065	chr1:25653526-25653527	intron	1	LYMPH_COUNT	90863	region1	region1
chr3:141644274-141644275	intron	0.1586	chr3:141735144-141735145	intron	0.107	MEAN_RETIC_VOL	90868	region27	region27
chr13:50565104-50565105	intron	0.3133	chr13:50655989-50655990	promoter	0.6305	LYMPH_COUNT	90883	region158	region158
chr15:77314031-77314032	intron	0.1284	chr15:77222517-77222518	promoter	0.1399	HCT	91512	region89	region89
chr6:108602041-108602042	intergenic	0.2926	chr6:108694389-108694390	intron	0.5932	WBC_COUNT	92346	region96	region96
chr11:18581636-18581637	intron	0.459	chr11:18489054-18489055	intron	0.2032	MCV	92580	region136	region136
chr2:32051864-32051865	intergenic	0.3185	chr2:31958978-31958979	intergenic	0.2381	LYMPH_COUNT	92884	region24	region24
chr8:130604272-130604273	accessible	0.9113	chr8:130697318-130697319	accessible	0.1083	EO_COUNT	93044	region114	region114
chr15:44027885-44027886	intergenic	0.1739	chr15:43933941-43933942	intron	0.1438	PLT_COUNT	93942	region191	region191
chr15:44028047-44028048	intergenic	0.1244	chr15:43933941-43933942	intron	0.1393	HGB	94104	region98	region98
chr6:27414851-27414852	intergenic	0.3796	chr6:27509493-27509494	promoter	0.1057	WBC_COUNT	94640	region1002	region1002
chr2:242711282-242711283	accessible	0.4587	chr2:242806022-242806023	accessible	0.3438	EO_COUNT	94738	region19	region19
chr19:5696962-5696963	accessible	0.3173	chr19:5601722-5601723	intron	0.2646	MCH	95238	region177	region177
chr19:5696962-5696963	accessible	0.1094	chr19:5601722-5601723	intron	0.3216	MCV	95238	region189	region189
chr18:40773786-40773787	intergenic	0.1152	chr18:40678235-40678236	intron	0.9686	WBC_COUNT	95549	region225	region225
chr6:28020065-28020066	intergenic	0.1473	chr6:27924371-27924372	promoter	0.7744	WBC_COUNT	95692	region91	region91
chr9:33992591-33992592	intron	0.9989	chr9:33895439-33895440	intron	0.1782	LYMPH_COUNT	97150	region129	region129
chr17:43853922-43853923	intron	0.5087	chr17:43756506-43756507	intron	0.4104	EO_COUNT	97414	region170	region170
chr18:46363402-46363403	accessible	0.6034	chr18:46460823-46460824	intron	0.164	HGB	97419	region110	region110
chr8:2954981-2954982	accessible	0.5968	chr8:3052411-3052412	intron	0.5374	WBC_COUNT	97428	region151	region151
chr6:108596310-108596311	intergenic	0.9996	chr6:108694389-108694390	intron	0.2655	NEUTRO_COUNT	98077	region63	region63
chr11:97705444-97705445	intergenic	0.7301	chr11:97803844-97803845	intergenic	0.2019	NEUTRO_COUNT	98398	region130	region130
chr7:100027003-100027004	promoter	0.4433	chr7:99928479-99928480	promoter	0.1587	HCT	98522	region1004	region1004
chr15:66098057-66098058	intergenic	0.6214	chr15:65998846-65998847	intron	0.3655	MCV	99209	region163	region163
chr3:16852375-16852376	accessible	0.2636	chr3:16951768-16951769	intron	0.4571	MCV	99391	region34	region34
chr6:108587496-108587497	intergenic	0.5622	chr6:108687821-108687822	intron	0.1752	LYMPH_COUNT	100323	region100	region100
chr16:81870969-81870970	accessible	0.368	chr16:81971403-81971404	coding	0.4506	MPV	100432	region195	region195
chr9:4746363-4746364	accessible	0.5869	chr9:4847168-4847169	intron	0.1442	RBC_COUNT	100803	region67	region67
chr9:4763176-4763177	intergenic	0.9812	chr9:4661853-4661854	promoter	0.1435	NEUTRO_COUNT	101321	region112	region112
chr9:4746363-4746364	accessible	0.2061	chr9:4848297-4848298	promoter	0.1733	MCH	101932	region118	region118
chr4:15603069-15603070	coding	0.2609	chr4:15705039-15705040	promoter	0.6718	MCH	101968	region40	region40
chr4:15603069-15603070	coding	0.1152	chr4:15705039-15705040	promoter	0.8297	MCV	101968	region42	region42
chr2:242191689-242191690	intron	0.1257	chr2:242294913-242294914	promoter	0.1906	EO_COUNT	103222	region19	region19
chr9:4746363-4746364	accessible	0.1697	chr9:4849647-4849648	promoter	0.1271	MCV	103282	region122	region122
chr19:41306650-41306651	coding	0.2363	chr19:41410232-41410233	intergenic	0.1484	HCT	103580	region104	region104
chr10:89759308-89759309	intergenic	0.2087	chr10:89655242-89655243	intron	0.148	EO_COUNT	104064	region130	region130
chr5:131903928-131903929	intron	0.2817	chr5:132008536-132008537	promoter	0.159	EO_COUNT	104606	region44	region44
chr19:54999112-54999113	intergenic	0.1499	chr19:55103797-55103798	promoter	0.9768	NEUTRO_COUNT	104683	region174	region174
chr6:27818093-27818094	intergenic	0.9954	chr6:27924371-27924372	promoter	0.7744	WBC_COUNT	106276	region91	region91
chr6:41133806-41133807	intergenic	0.1784	chr6:41027520-41027521	intron	0.2563	WBC_COUNT	106284	region124	region124
chr19:46229711-46229712	intron	0.2118	chr19:46336276-46336277	intron	0.1029	EO_COUNT	106563	region183	region183
chr4:90709169-90709170	intron	0.5659	chr4:90816799-90816800	promoter	0.3851	RETIC_COUNT	107628	region42	region42
chr7:149153834-149153835	accessible	0.3486	chr7:149261825-149261826	accessible	0.1236	MCV	107989	region108	region108
chr6:135529219-135529220	accessible	0.1779	chr6:135421067-135421068	intergenic	0.2918	NEUTRO_COUNT	108150	region77	region77
chr1:108597303-108597304	intergenic	0.7866	chr1:108705893-108705894	intron	0.1656	NEUTRO_COUNT	108588	region10	region10
chr20:26290295-26290296	intergenic	0.119	chr20:26181232-26181233	intron	0.3641	WBC_COUNT	109061	region236	region236
chr6:7255650-7255651	accessible	0.1131	chr6:7145584-7145585	intron	0.477	MONO_COUNT	110064	region110	region110
chr19:55067854-55067855	intergenic	0.4424	chr19:54957229-54957230	intergenic	0.245	WBC_COUNT	110623	region226	region226
chr17:17887677-17887678	intron	0.7324	chr17:17776389-17776390	intron	0.1335	WBC_COUNT	111286	region221	region221
chr17:37484501-37484502	intron	0.9997	chr17:37372773-37372774	intron	0.9653	NEUTRO_COUNT	111726	region162	region162
chr17:37484501-37484502	intron	0.9899	chr17:37372773-37372774	intron	0.9819	WBC_COUNT	111726	region215	region215
chr13:114913677-114913678	intergenic	0.2106	chr13:114801846-114801847	promoter	0.5819	LYMPH_COUNT	111829	region157	region157
chr11:16523491-16523492	intergenic	0.2927	chr11:16410499-16410500	intron	0.1445	MCH	112990	region130	region130
chr4:6924797-6924798	intron	0.1653	chr4:7038930-7038931	intron	0.1178	MPV	114131	region55	region55
chr10:15432243-15432244	intergenic	0.9846	chr10:15547109-15547110	intergenic	0.4951	WBC_COUNT	114864	region168	region168
chr1:26534268-26534269	intergenic	0.1612	chr1:26649576-26649577	intron	0.1598	LYMPH_COUNT	115306	region1	region1
chr5:102476646-102476647	intron	0.6532	chr5:102361323-102361324	intron	0.604	WBC_COUNT	115321	region55	region55
chr5:131793286-131793287	accessible	0.8002	chr5:131677642-131677643	intron	0.2418	WBC_COUNT	115642	region57	region57
chr5:154027482-154027483	accessible	0.9318	chr5:154143755-154143756	intron	0.246	MCH	116271	region43	region43
chr4:90555372-90555373	intergenic	1	chr4:90672960-90672961	intron	0.3691	NEUTRO_COUNT	117586	region36	region36
chr4:90555372-90555373	intergenic	1	chr4:90672960-90672961	intron	0.2732	WBC_COUNT	117586	region43	region43
chr2:160881113-160881114	accessible	0.4109	chr2:160763300-160763301	intergenic	0.1102	WBC_COUNT	117811	region23	region23
chr17:44269836-44269837	coding	0.5479	chr17:44150163-44150164	intron	0.244	LYMPH_COUNT	119671	region1004	region1004
chr19:10469975-10469976	coding	0.1164	chr19:10349690-10349691	intergenic	0.2589	WBC_COUNT	120283	region231	region231
chr2:135995079-135995080	intron	0.2901	chr2:136115432-136115433	intron	0.1524	LYMPH_COUNT	120351	region12	region12
chr16:67421798-67421799	intergenic	0.1516	chr16:67543463-67543464	intergenic	0.103	MCV	121663	region170	region170
chr17:44150163-44150164	intron	0.4236	chr17:44272266-44272267	promoter	0.1385	MONO_COUNT	122101	region176	region176
chr22:30456439-30456440	intergenic	0.1381	chr22:30333408-30333409	intron	0.1742	MCV	123029	region208	region208
chr2:112363514-112363515	intergenic	0.649	chr2:112239082-112239083	intron	0.3937	LYMPH_COUNT	124430	region15	region15
chr18:43856297-43856298	intergenic	0.9259	chr18:43729330-43729331	intergenic	0.1268	MCH	126965	region175	region175
chr18:43856297-43856298	intergenic	0.9607	chr18:43729330-43729331	intergenic	0.1259	MCV	126965	region185	region185
chr2:112103051-112103052	intergenic	0.3717	chr2:112231543-112231544	intron	0.2069	LYMPH_COUNT	128490	region15	region15
chr4:90545298-90545299	intergenic	0.5994	chr4:90673841-90673842	intron	0.2851	MONO_COUNT	128541	region36	region36
chr2:24030829-24030830	intron	0.2201	chr2:23901362-23901363	intron	0.2108	MPV	129465	region36	region36
chr17:17906520-17906521	intron	0.2041	chr17:17776389-17776390	intron	0.1453	LYMPH_COUNT	130129	region184	region184
chr7:100216582-100216583	intergenic	0.108	chr7:100083971-100083972	promoter	0.7289	RBC_COUNT	132609	region54	region54
chr2:27739377-27739378	intron	0.419	chr2:27606043-27606044	intron	0.1263	PLT_COUNT	133332	region23	region23
chr14:69452088-69452089	intron	0.9989	chr14:69587210-69587211	intron	0.1303	MPV	135120	region175	region175
chr10:64388755-64388756	accessible	0.3482	chr10:64526983-64526984	intergenic	0.1153	MPV	138226	region127	region127
chr10:91539799-91539800	intergenic	0.8991	chr10:91399732-91399733	intron	0.1055	NEUTRO_COUNT	140065	region124	region124
chr9:27714733-27714734	intergenic	0.7338	chr9:27574310-27574311	promoter	0.1089	LYMPH_COUNT	140421	region134	region134
chr7:92244422-92244423	coding	0.1441	chr7:92385350-92385351	intron	0.5783	WBC_COUNT	140926	region129	region129
chr4:90672960-90672961	intron	0.3691	chr4:90816799-90816800	promoter	1	NEUTRO_COUNT	143837	region36	region36
chr4:90672960-90672961	intron	0.2732	chr4:90816799-90816800	promoter	1	WBC_COUNT	143837	region43	region43
chr3:141150026-141150027	intron	0.3197	chr3:141295050-141295051	intron	0.1942	MEAN_RETIC_VOL	145022	region27	region27
chr17:63838685-63838686	intron	1	chr17:63983803-63983804	intron	0.743	WBC_COUNT	145116	region218	region218
chr19:54957229-54957230	intergenic	0.7402	chr19:55103797-55103798	promoter	0.7825	MONO_COUNT	146566	region190	region190
chr7:5417402-5417403	accessible	0.1514	chr7:5268516-5268517	intron	0.5581	MCH	148884	region102	region102
chr2:136115432-136115433	intron	0.1524	chr2:136264631-136264632	intron	0.1387	LYMPH_COUNT	149197	region12	region12
chr3:195921311-195921312	intergenic	0.187	chr3:195771939-195771940	intergenic	0.1441	MCHC	149370	region7	region7
chr11:16523491-16523492	intergenic	0.616	chr11:16371249-16371250	intron	0.1323	MCV	152240	region134	region134
chr9:33730117-33730118	intergenic	0.9225	chr9:33882692-33882693	intron	0.5555	BASO_COUNT	152573	region28	region28
chr9:33730117-33730118	intergenic	0.8674	chr9:33882692-33882693	intron	0.7794	MONO_COUNT	152573	region131	region131
chr9:33730117-33730118	intergenic	0.9964	chr9:33882692-33882693	intron	0.12	WBC_COUNT	152573	region154	region154
chr2:135995079-135995080	intron	0.2901	chr2:135839805-135839806	intron	0.1571	LYMPH_COUNT	155272	region12	region12
chr2:136419961-136419962	intron	0.1715	chr2:136264631-136264632	intron	0.1387	LYMPH_COUNT	155328	region12	region12
chr1:43849917-43849918	coding	0.1555	chr1:44005928-44005929	intron	0.1183	PLT_COUNT	156009	region17	region17
chr18:46363402-46363403	accessible	0.6034	chr18:46207268-46207269	intron	0.1599	HGB	156132	region110	region110
chr3:47558810-47558811	intergenic	0.2538	chr3:47717626-47717627	intron	0.366	RETIC_COUNT	158814	region21	region21
chr4:15742123-15742124	intergenic	0.4045	chr4:15582642-15582643	intron	0.2638	LYMPH_COUNT	159479	region49	region49
chr4:15742123-15742124	intergenic	0.1492	chr4:15582642-15582643	intron	0.9998	NEUTRO_COUNT	159479	region38	region38
chr4:15742123-15742124	intergenic	0.2152	chr4:15582642-15582643	intron	0.9996	WBC_COUNT	159479	region46	region46
chr12:112248761-112248762	intergenic	0.2597	chr12:112088447-112088448	intron	0.6732	PLT_COUNT	160312	region158	region158
chr2:97698480-97698481	intergenic	0.1939	chr2:97859297-97859298	intron	0.7249	EO_COUNT	160815	region17	region17
chr7:92408329-92408330	accessible	0.9988	chr7:92247333-92247334	accessible	0.111	EO_COUNT	160994	region110	region110
chr14:74042978-74042979	intergenic	1	chr14:74204476-74204477	intron	0.7521	MCV	161496	region157	region157
chr4:90545492-90545493	intergenic	0.1444	chr4:90709169-90709170	intron	0.5659	RETIC_COUNT	163675	region42	region42
chr19:45251806-45251807	promoter	0.5226	chr19:45416178-45416179	promoter	0.117	EO_COUNT	164370	region183	region183
chr9:33730117-33730118	intergenic	0.9656	chr9:33895439-33895440	intron	0.8351	NEUTRO_COUNT	165320	region109	region109
chr14:74042978-74042979	intergenic	1	chr14:74208345-74208346	promoter	0.4859	MCH	165365	region150	region150
chr1:27021913-27021914	promoter	0.1758	chr1:27187881-27187882	promoter	0.1259	PLT_COUNT	165966	region1001	region1001
chr3:194506427-194506428	accessible	0.1703	chr3:194672853-194672854	intergenic	0.423	HGB	166424	region17	region17
chr6:41978609-41978610	accessible	0.8102	chr6:41812158-41812159	intron	0.1002	MONO_COUNT	166449	region79	region79
chr3:194506202-194506203	accessible	0.1581	chr3:194672853-194672854	intergenic	0.2508	HCT	166649	region17	region17
chr11:30777014-30777015	intergenic	0.2721	chr11:30945757-30945758	promoter	0.1231	HGB	168741	region84	region84
chr1:155184975-155184976	intron	0.1837	chr1:155358506-155358507	intron	0.1298	RBC_COUNT	173529	region9	region9
chr7:72327297-72327298	intergenic	0.1208	chr7:72153643-72153644	intron	1	MONO_COUNT	173652	region121	region121
chr7:100414147-100414148	intron	0.8586	chr7:100240296-100240297	promoter	0.2205	MCH	173849	region99	region99
chr7:100414147-100414148	intron	0.3512	chr7:100240296-100240297	promoter	0.2226	MCV	173849	region104	region104
chr12:111932800-111932801	intron	0.5565	chr12:112107533-112107534	intron	0.161	HCT	174731	region76	region76
chr12:111932800-111932801	intron	0.7366	chr12:112107533-112107534	intron	0.3875	HGB	174731	region85	region85
chr12:110740470-110740471	intron	0.5547	chr12:110915926-110915927	intron	0.2172	PLT_COUNT	175454	region164	region164
chr14:74042978-74042979	intergenic	1	chr14:74218569-74218570	intron	0.1264	HGB	175589	region93	region93
chr2:143831599-143831600	intergenic	0.3813	chr2:143655845-143655846	intron	0.1761	LYMPH_COUNT	175752	region19	region19
chr5:1104938-1104939	accessible	0.6867	chr5:1280830-1280831	promoter	0.163	MCH	175890	region44	region44
chr5:1104938-1104939	accessible	0.9775	chr5:1280830-1280831	promoter	0.2352	MCV	175890	region46	region46
chr5:88070153-88070154	intron	0.6077	chr5:87891320-87891321	intron	0.1049	MCH	178831	region47	region47
chr5:1285974-1285975	intron	0.8577	chr5:1106667-1106668	intron	0.1569	RBC_COUNT	179305	region31	region31
chr10:104060733-104060734	intron	0.1049	chr10:103880309-103880310	promoter	0.1007	MONO_COUNT	180422	region139	region139
chr5:1104938-1104939	accessible	0.9743	chr5:1287194-1287195	intron	0.8723	MPV	182254	region70	region70
chr6:28958944-28958945	intergenic	0.3122	chr6:28771198-28771199	promoter	0.1587	WBC_COUNT	187744	region91	region91
chr4:77394018-77394019	intron	0.1277	chr4:77202713-77202714	utr	0.1021	HCT	191303	region21	region21
chr9:17895621-17895622	intergenic	0.8286	chr9:17700028-17700029	intron	0.1455	WBC_COUNT	195591	region158	region158
chr14:65275259-65275260	intron	0.2168	chr14:65472241-65472242	intron	0.181	RETIC_COUNT	196980	region101	region101
chr2:111807677-111807678	accessible	0.4567	chr2:111609943-111609944	intron	0.1478	MCV	197732	region18	region18
chr16:89043454-89043455	coding	0.6591	chr16:88845444-88845445	intron	0.1258	MCH	198008	region161	region161
chr3:111857569-111857570	intergenic	0.1221	chr3:112055793-112055794	intron	0.4837	EO_COUNT	198222	region32	region32
