Description	File	wget command	Dropbox address
Diagnoses - main ICD10: M70 Soft tissue disorders related to use, overuse and pressure	M70.assoc.tsv.gz	wget https://www.dropbox.com/s/2lukgi27ri3jqke/M70.assoc.tsv.gz?dl=0 -O M70.assoc.tsv.gz	https://www.dropbox.com/s/2lukgi27ri3jqke/M70.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: K37 Unspecified appendicitis	K37.assoc.tsv.gz	wget https://www.dropbox.com/s/2h5lgitz01ihzeb/K37.assoc.tsv.gz?dl=0 -O K37.assoc.tsv.gz	https://www.dropbox.com/s/2h5lgitz01ihzeb/K37.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: I67 Other cerebrovascular diseases	I67.assoc.tsv.gz	wget https://www.dropbox.com/s/ognwax3ksofxi0f/I67.assoc.tsv.gz?dl=0 -O I67.assoc.tsv.gz	https://www.dropbox.com/s/ognwax3ksofxi0f/I67.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: O66 Other obstructed labour	O66.assoc.tsv.gz	wget https://www.dropbox.com/s/396bcqtj7jnudax/O66.assoc.tsv.gz?dl=0 -O O66.assoc.tsv.gz	https://www.dropbox.com/s/396bcqtj7jnudax/O66.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: R33 Retention of urine	R33.assoc.tsv.gz	wget https://www.dropbox.com/s/2fai0jh1tr6qu0q/R33.assoc.tsv.gz?dl=0 -O R33.assoc.tsv.gz	https://www.dropbox.com/s/2fai0jh1tr6qu0q/R33.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: D68 Other coagulation defects	D68.assoc.tsv.gz	wget https://www.dropbox.com/s/fjyafiag0y5oh91/D68.assoc.tsv.gz?dl=0 -O D68.assoc.tsv.gz	https://www.dropbox.com/s/fjyafiag0y5oh91/D68.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: M71 Other bursopathies	M71.assoc.tsv.gz	wget https://www.dropbox.com/s/02to9odg3zbz8wt/M71.assoc.tsv.gz?dl=0 -O M71.assoc.tsv.gz	https://www.dropbox.com/s/02to9odg3zbz8wt/M71.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: H71 Cholesteatoma of middle ear	H71.assoc.tsv.gz	wget https://www.dropbox.com/s/x2946r9mc9wgory/H71.assoc.tsv.gz?dl=0 -O H71.assoc.tsv.gz	https://www.dropbox.com/s/x2946r9mc9wgory/H71.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: I70 Atherosclerosis	I70.assoc.tsv.gz	wget https://www.dropbox.com/s/u6y445yi5wzc9ay/I70.assoc.tsv.gz?dl=0 -O I70.assoc.tsv.gz	https://www.dropbox.com/s/u6y445yi5wzc9ay/I70.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: K40 Inguinal hernia	K40.assoc.tsv.gz	wget https://www.dropbox.com/s/hs4ly5dybfpjywz/K40.assoc.tsv.gz?dl=0 -O K40.assoc.tsv.gz	https://www.dropbox.com/s/hs4ly5dybfpjywz/K40.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: O68 Labour and delivery complicated by foetal stress [distress]	O68.assoc.tsv.gz	wget https://www.dropbox.com/s/sjp0p8nnu6pcmoh/O68.assoc.tsv.gz?dl=0 -O O68.assoc.tsv.gz	https://www.dropbox.com/s/sjp0p8nnu6pcmoh/O68.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: D69 Purpura and other haemorrhagic conditions	D69.assoc.tsv.gz	wget https://www.dropbox.com/s/as3yej96zlbmtjh/D69.assoc.tsv.gz?dl=0 -O D69.assoc.tsv.gz	https://www.dropbox.com/s/as3yej96zlbmtjh/D69.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: R35 Polyuria	R35.assoc.tsv.gz	wget https://www.dropbox.com/s/9eryr1x21jsgoxy/R35.assoc.tsv.gz?dl=0 -O R35.assoc.tsv.gz	https://www.dropbox.com/s/9eryr1x21jsgoxy/R35.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: M72 Fibroblastic disorders	M72.assoc.tsv.gz	wget https://www.dropbox.com/s/1k4mdsdpu3dzgtk/M72.assoc.tsv.gz?dl=0 -O M72.assoc.tsv.gz	https://www.dropbox.com/s/1k4mdsdpu3dzgtk/M72.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: H72 Perforation of tympanic membrane	H72.assoc.tsv.gz	wget https://www.dropbox.com/s/kqdu2zybma6isk9/H72.assoc.tsv.gz?dl=0 -O H72.assoc.tsv.gz	https://www.dropbox.com/s/kqdu2zybma6isk9/H72.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: I71 Aortic aneurysm and dissection	I71.assoc.tsv.gz	wget https://www.dropbox.com/s/nba7ai1l21ebqn9/I71.assoc.tsv.gz?dl=0 -O I71.assoc.tsv.gz	https://www.dropbox.com/s/nba7ai1l21ebqn9/I71.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: K41 Femoral hernia	K41.assoc.tsv.gz	wget https://www.dropbox.com/s/sf5m3f4bu7wt922/K41.assoc.tsv.gz?dl=0 -O K41.assoc.tsv.gz	https://www.dropbox.com/s/sf5m3f4bu7wt922/K41.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: D70 Agranulocytosis	D70.assoc.tsv.gz	wget https://www.dropbox.com/s/hvdau0b4lm1mxsb/D70.assoc.tsv.gz?dl=0 -O D70.assoc.tsv.gz	https://www.dropbox.com/s/hvdau0b4lm1mxsb/D70.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: R39 Other symptoms and signs involving the urinary system	R39.assoc.tsv.gz	wget https://www.dropbox.com/s/g9tcby4eah2vcr8/R39.assoc.tsv.gz?dl=0 -O R39.assoc.tsv.gz	https://www.dropbox.com/s/g9tcby4eah2vcr8/R39.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: H73 Other disorders of tympanic membrane	H73.assoc.tsv.gz	wget https://www.dropbox.com/s/45esgjm4kszrwqk/H73.assoc.tsv.gz?dl=0 -O H73.assoc.tsv.gz	https://www.dropbox.com/s/45esgjm4kszrwqk/H73.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: N48 Other disorders of penis	N48.assoc.tsv.gz	wget https://www.dropbox.com/s/rwy022qsqly6sh7/N48.assoc.tsv.gz?dl=0 -O N48.assoc.tsv.gz	https://www.dropbox.com/s/rwy022qsqly6sh7/N48.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: I72 Other aneurysm	I72.assoc.tsv.gz	wget https://www.dropbox.com/s/vaqiohm71ldqjy7/I72.assoc.tsv.gz?dl=0 -O I72.assoc.tsv.gz	https://www.dropbox.com/s/vaqiohm71ldqjy7/I72.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: K42 Umbilical hernia	K42.assoc.tsv.gz	wget https://www.dropbox.com/s/84x2xuk17wqnjzr/K42.assoc.tsv.gz?dl=0 -O K42.assoc.tsv.gz	https://www.dropbox.com/s/84x2xuk17wqnjzr/K42.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: D75 Other diseases of blood and blood-forming organs	D75.assoc.tsv.gz	wget https://www.dropbox.com/s/a6fil3b89wh31dm/D75.assoc.tsv.gz?dl=0 -O D75.assoc.tsv.gz	https://www.dropbox.com/s/a6fil3b89wh31dm/D75.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: R40 Somnolence, stupor and coma	R40.assoc.tsv.gz	wget https://www.dropbox.com/s/3b41ib5knfv77cj/R40.assoc.tsv.gz?dl=0 -O R40.assoc.tsv.gz	https://www.dropbox.com/s/3b41ib5knfv77cj/R40.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: H74 Other disorders of middle ear and mastoid	H74.assoc.tsv.gz	wget https://www.dropbox.com/s/xoygnd5gonvm7ou/H74.assoc.tsv.gz?dl=0 -O H74.assoc.tsv.gz	https://www.dropbox.com/s/xoygnd5gonvm7ou/H74.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: S60 Superficial injury of wrist and hand	S60.assoc.tsv.gz	wget https://www.dropbox.com/s/nzcgy312zme7xzr/S60.assoc.tsv.gz?dl=0 -O S60.assoc.tsv.gz	https://www.dropbox.com/s/nzcgy312zme7xzr/S60.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: N49 Inflammatory disorders of male genital organs, not elsewhere classified	N49.assoc.tsv.gz	wget https://www.dropbox.com/s/7r8gs2c8s21whlu/N49.assoc.tsv.gz?dl=0 -O N49.assoc.tsv.gz	https://www.dropbox.com/s/7r8gs2c8s21whlu/N49.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: L03 Cellulitis	L03.assoc.tsv.gz	wget https://www.dropbox.com/s/ikip3q8aw613nci/L03.assoc.tsv.gz?dl=0 -O L03.assoc.tsv.gz	https://www.dropbox.com/s/ikip3q8aw613nci/L03.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: K43 Ventral hernia	K43.assoc.tsv.gz	wget https://www.dropbox.com/s/ezrxef0vbc1cbe5/K43.assoc.tsv.gz?dl=0 -O K43.assoc.tsv.gz	https://www.dropbox.com/s/ezrxef0vbc1cbe5/K43.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: I73 Other peripheral vascular diseases	I73.assoc.tsv.gz	wget https://www.dropbox.com/s/rzffc9ig6exce6n/I73.assoc.tsv.gz?dl=0 -O I73.assoc.tsv.gz	https://www.dropbox.com/s/rzffc9ig6exce6n/I73.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: J90 Pleural effusion, not elsewhere classified	J90.assoc.tsv.gz	wget https://www.dropbox.com/s/f8si142vv8rtnlg/J90.assoc.tsv.gz?dl=0 -O J90.assoc.tsv.gz	https://www.dropbox.com/s/f8si142vv8rtnlg/J90.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: D86 Sarcoidosis	D86.assoc.tsv.gz	wget https://www.dropbox.com/s/3mei57mqczl7d4l/D86.assoc.tsv.gz?dl=0 -O D86.assoc.tsv.gz	https://www.dropbox.com/s/3mei57mqczl7d4l/D86.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: R41 Other symptoms and signs involving cognitive functions and awareness	R41.assoc.tsv.gz	wget https://www.dropbox.com/s/hn8qjgue7tcfmq5/R41.assoc.tsv.gz?dl=0 -O R41.assoc.tsv.gz	https://www.dropbox.com/s/hn8qjgue7tcfmq5/R41.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: H80 Otosclerosis	H80.assoc.tsv.gz	wget https://www.dropbox.com/s/7xzsuolln71zsdk/H80.assoc.tsv.gz?dl=0 -O H80.assoc.tsv.gz	https://www.dropbox.com/s/7xzsuolln71zsdk/H80.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: N50 Other disorders of male genital organs	N50.assoc.tsv.gz	wget https://www.dropbox.com/s/g4xw3um884dvzsg/N50.assoc.tsv.gz?dl=0 -O N50.assoc.tsv.gz	https://www.dropbox.com/s/g4xw3um884dvzsg/N50.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: S61 Open wound of wrist and hand	S61.assoc.tsv.gz	wget https://www.dropbox.com/s/i500cp6mgsnqbiv/S61.assoc.tsv.gz?dl=0 -O S61.assoc.tsv.gz	https://www.dropbox.com/s/i500cp6mgsnqbiv/S61.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: K44 Diaphragmatic hernia	K44.assoc.tsv.gz	wget https://www.dropbox.com/s/2a4qa336rd1aw32/K44.assoc.tsv.gz?dl=0 -O K44.assoc.tsv.gz	https://www.dropbox.com/s/2a4qa336rd1aw32/K44.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: I74 Arterial embolism and thrombosis	I74.assoc.tsv.gz	wget https://www.dropbox.com/s/ydjwb5c7e2aeocw/I74.assoc.tsv.gz?dl=0 -O I74.assoc.tsv.gz	https://www.dropbox.com/s/ydjwb5c7e2aeocw/I74.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: D89 Other disorders involving the immune mechanism, not elsewhere classified	D89.assoc.tsv.gz	wget https://www.dropbox.com/s/ii8c3xpzd0xop7t/D89.assoc.tsv.gz?dl=0 -O D89.assoc.tsv.gz	https://www.dropbox.com/s/ii8c3xpzd0xop7t/D89.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: R42 Dizziness and giddiness	R42.assoc.tsv.gz	wget https://www.dropbox.com/s/jzdwd0cz48wbkgr/R42.assoc.tsv.gz?dl=0 -O R42.assoc.tsv.gz	https://www.dropbox.com/s/jzdwd0cz48wbkgr/R42.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: H81 Disorders of vestibular function	H81.assoc.tsv.gz	wget https://www.dropbox.com/s/of2bn1n8mhygsav/H81.assoc.tsv.gz?dl=0 -O H81.assoc.tsv.gz	https://www.dropbox.com/s/of2bn1n8mhygsav/H81.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: S62 Fracture at wrist and hand level	S62.assoc.tsv.gz	wget https://www.dropbox.com/s/vv5gs8q5yf43at9/S62.assoc.tsv.gz?dl=0 -O S62.assoc.tsv.gz	https://www.dropbox.com/s/vv5gs8q5yf43at9/S62.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: N60 Benign mammary dysplasia	N60.assoc.tsv.gz	wget https://www.dropbox.com/s/6d18yq3ou8fxzl3/N60.assoc.tsv.gz?dl=0 -O N60.assoc.tsv.gz	https://www.dropbox.com/s/6d18yq3ou8fxzl3/N60.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: K46 Unspecified abdominal hernia	K46.assoc.tsv.gz	wget https://www.dropbox.com/s/zl49t07u0m5hbth/K46.assoc.tsv.gz?dl=0 -O K46.assoc.tsv.gz	https://www.dropbox.com/s/zl49t07u0m5hbth/K46.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: I77 Other disorders of arteries and arterioles	I77.assoc.tsv.gz	wget https://www.dropbox.com/s/i240znhor3kkhbj/I77.assoc.tsv.gz?dl=0 -O I77.assoc.tsv.gz	https://www.dropbox.com/s/i240znhor3kkhbj/I77.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: R47 Speech disturbances, not elsewhere classified	R47.assoc.tsv.gz	wget https://www.dropbox.com/s/p6nhwhk0yjw2rwx/R47.assoc.tsv.gz?dl=0 -O R47.assoc.tsv.gz	https://www.dropbox.com/s/p6nhwhk0yjw2rwx/R47.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: H83 Other diseases of inner ear	H83.assoc.tsv.gz	wget https://www.dropbox.com/s/omx3cvkmo56lztv/H83.assoc.tsv.gz?dl=0 -O H83.assoc.tsv.gz	https://www.dropbox.com/s/omx3cvkmo56lztv/H83.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: N61 Inflammatory disorders of breast	N61.assoc.tsv.gz	wget https://www.dropbox.com/s/0gzf1ughnp2th3s/N61.assoc.tsv.gz?dl=0 -O N61.assoc.tsv.gz	https://www.dropbox.com/s/0gzf1ughnp2th3s/N61.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: S63 Dislocation, sprain and strain of joints and ligaments at wrist and hand level	S63.assoc.tsv.gz	wget https://www.dropbox.com/s/8oelvnrugslym9t/S63.assoc.tsv.gz?dl=0 -O S63.assoc.tsv.gz	https://www.dropbox.com/s/8oelvnrugslym9t/S63.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: I78 Diseases of capillaries	I78.assoc.tsv.gz	wget https://www.dropbox.com/s/969oc8bgwuw6qsb/I78.assoc.tsv.gz?dl=0 -O I78.assoc.tsv.gz	https://www.dropbox.com/s/969oc8bgwuw6qsb/I78.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: Z00 General examination and investigation of persons without complaint or reported diagnosis	Z00.assoc.tsv.gz	wget https://www.dropbox.com/s/e8rq19iggb07sym/Z00.assoc.tsv.gz?dl=0 -O Z00.assoc.tsv.gz	https://www.dropbox.com/s/e8rq19iggb07sym/Z00.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: R49 Voice disturbances	R49.assoc.tsv.gz	wget https://www.dropbox.com/s/3px6zbxj8bjqxv2/R49.assoc.tsv.gz?dl=0 -O R49.assoc.tsv.gz	https://www.dropbox.com/s/3px6zbxj8bjqxv2/R49.assoc.tsv.gz?dl=0
Illnesses of siblings: Prostate cancer	20111_13.assoc.tsv.gz	wget https://www.dropbox.com/s/oc9cyb0ltqyarex/20111_13.assoc.tsv.gz?dl=0 -O 20111_13.assoc.tsv.gz	https://www.dropbox.com/s/oc9cyb0ltqyarex/20111_13.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: N62 Hypertrophy of breast	N62.assoc.tsv.gz	wget https://www.dropbox.com/s/txbz58dl2qzh3kl/N62.assoc.tsv.gz?dl=0 -O N62.assoc.tsv.gz	https://www.dropbox.com/s/txbz58dl2qzh3kl/N62.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: H90 Conductive and sensorineural hearing loss	H90.assoc.tsv.gz	wget https://www.dropbox.com/s/6gdhoxfc5b1037q/H90.assoc.tsv.gz?dl=0 -O H90.assoc.tsv.gz	https://www.dropbox.com/s/6gdhoxfc5b1037q/H90.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: O70 Perineal laceration during delivery	O70.assoc.tsv.gz	wget https://www.dropbox.com/s/seiwwda87r579s9/O70.assoc.tsv.gz?dl=0 -O O70.assoc.tsv.gz	https://www.dropbox.com/s/seiwwda87r579s9/O70.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: S64 Injury of nerves at wrist and hand level	S64.assoc.tsv.gz	wget https://www.dropbox.com/s/noy7d6pzzoau6nl/S64.assoc.tsv.gz?dl=0 -O S64.assoc.tsv.gz	https://www.dropbox.com/s/noy7d6pzzoau6nl/S64.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: M76 Enthesopathies of lower limb, excluding foot	M76.assoc.tsv.gz	wget https://www.dropbox.com/s/3tk18af4phmfrl2/M76.assoc.tsv.gz?dl=0 -O M76.assoc.tsv.gz	https://www.dropbox.com/s/3tk18af4phmfrl2/M76.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: Z01 Other special examinations and investigations of persons without complaint or reported diagnosis	Z01.assoc.tsv.gz	wget https://www.dropbox.com/s/skdr86lpu4reqza/Z01.assoc.tsv.gz?dl=0 -O Z01.assoc.tsv.gz	https://www.dropbox.com/s/skdr86lpu4reqza/Z01.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: R50 Fever of unknown origin	R50.assoc.tsv.gz	wget https://www.dropbox.com/s/8lc49xj0vxzyn0c/R50.assoc.tsv.gz?dl=0 -O R50.assoc.tsv.gz	https://www.dropbox.com/s/8lc49xj0vxzyn0c/R50.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: N63 Unspecified lump in breast	N63.assoc.tsv.gz	wget https://www.dropbox.com/s/5p6pk6wjcj02ljc/N63.assoc.tsv.gz?dl=0 -O N63.assoc.tsv.gz	https://www.dropbox.com/s/5p6pk6wjcj02ljc/N63.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: H91 Other hearing loss	H91.assoc.tsv.gz	wget https://www.dropbox.com/s/00uc6zs4uxqjluj/H91.assoc.tsv.gz?dl=0 -O H91.assoc.tsv.gz	https://www.dropbox.com/s/00uc6zs4uxqjluj/H91.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: S66 Injury of muscle and tendon at wrist and hand level	S66.assoc.tsv.gz	wget https://www.dropbox.com/s/afj4v8oub55p42j/S66.assoc.tsv.gz?dl=0 -O S66.assoc.tsv.gz	https://www.dropbox.com/s/afj4v8oub55p42j/S66.assoc.tsv.gz?dl=0
Home area population density - urban or rural: Scotland - Other Urban Area	20118_12.assoc.tsv.gz	wget https://www.dropbox.com/s/rlfs00t64swirff/20118_12.assoc.tsv.gz?dl=0 -O 20118_12.assoc.tsv.gz	https://www.dropbox.com/s/rlfs00t64swirff/20118_12.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: M77 Other enthesopathies	M77.assoc.tsv.gz	wget https://www.dropbox.com/s/yuiqhumh2h24g1x/M77.assoc.tsv.gz?dl=0 -O M77.assoc.tsv.gz	https://www.dropbox.com/s/yuiqhumh2h24g1x/M77.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: R51 Headache	R51.assoc.tsv.gz	wget https://www.dropbox.com/s/2n8n6bv6bm79px6/R51.assoc.tsv.gz?dl=0 -O R51.assoc.tsv.gz	https://www.dropbox.com/s/2n8n6bv6bm79px6/R51.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: K50 Crohn's disease [regional enteritis]	K50.assoc.tsv.gz	wget https://www.dropbox.com/s/iwfh88o2okh6plm/K50.assoc.tsv.gz?dl=0 -O K50.assoc.tsv.gz	https://www.dropbox.com/s/iwfh88o2okh6plm/K50.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: O73 Retained placenta and membranes, without haemorrhage	O73.assoc.tsv.gz	wget https://www.dropbox.com/s/hcj253y7uf7p2z2/O73.assoc.tsv.gz?dl=0 -O O73.assoc.tsv.gz	https://www.dropbox.com/s/hcj253y7uf7p2z2/O73.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: I83 Varicose veins of lower extremities	I83.assoc.tsv.gz	wget https://www.dropbox.com/s/n8yqsaswbzq9phk/I83.assoc.tsv.gz?dl=0 -O I83.assoc.tsv.gz	https://www.dropbox.com/s/n8yqsaswbzq9phk/I83.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: S67 Crushing injury of wrist and hand	S67.assoc.tsv.gz	wget https://www.dropbox.com/s/qzur8glmn7izug6/S67.assoc.tsv.gz?dl=0 -O S67.assoc.tsv.gz	https://www.dropbox.com/s/qzur8glmn7izug6/S67.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: N64 Other disorders of breast	N64.assoc.tsv.gz	wget https://www.dropbox.com/s/23jruiflo9c3avn/N64.assoc.tsv.gz?dl=0 -O N64.assoc.tsv.gz	https://www.dropbox.com/s/23jruiflo9c3avn/N64.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: H92 Otalgia and effusion of ear	H92.assoc.tsv.gz	wget https://www.dropbox.com/s/6y0oy9fubl1ol2w/H92.assoc.tsv.gz?dl=0 -O H92.assoc.tsv.gz	https://www.dropbox.com/s/6y0oy9fubl1ol2w/H92.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: M79 Other soft tissue disorders, not elsewhere classified	M79.assoc.tsv.gz	wget https://www.dropbox.com/s/46vtu0x0jrx1amg/M79.assoc.tsv.gz?dl=0 -O M79.assoc.tsv.gz	https://www.dropbox.com/s/46vtu0x0jrx1amg/M79.assoc.tsv.gz?dl=0
Home area population density - urban or rural: Scotland - Remote Rural	20118_17.assoc.tsv.gz	wget https://www.dropbox.com/s/9u19dcy1kq6onfx/20118_17.assoc.tsv.gz?dl=0 -O 20118_17.assoc.tsv.gz	https://www.dropbox.com/s/9u19dcy1kq6onfx/20118_17.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: Z03 Medical observation and evaluation for suspected diseases and conditions	Z03.assoc.tsv.gz	wget https://www.dropbox.com/s/r3znhowpbxdgpug/Z03.assoc.tsv.gz?dl=0 -O Z03.assoc.tsv.gz	https://www.dropbox.com/s/r3znhowpbxdgpug/Z03.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: K51 Ulcerative colitis	K51.assoc.tsv.gz	wget https://www.dropbox.com/s/ywirk1w9jud9u9p/K51.assoc.tsv.gz?dl=0 -O K51.assoc.tsv.gz	https://www.dropbox.com/s/ywirk1w9jud9u9p/K51.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: H93 Other disorders of ear, not elsewhere classified	H93.assoc.tsv.gz	wget https://www.dropbox.com/s/85w6n2b77m3y99p/H93.assoc.tsv.gz?dl=0 -O H93.assoc.tsv.gz	https://www.dropbox.com/s/85w6n2b77m3y99p/H93.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: S68 Traumatic amputation of wrist and hand	S68.assoc.tsv.gz	wget https://www.dropbox.com/s/y3pmn32h6uyfvzy/S68.assoc.tsv.gz?dl=0 -O S68.assoc.tsv.gz	https://www.dropbox.com/s/y3pmn32h6uyfvzy/S68.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: I84 Haemorrhoids	I84.assoc.tsv.gz	wget https://www.dropbox.com/s/al3bjj8xtu28zd1/I84.assoc.tsv.gz?dl=0 -O I84.assoc.tsv.gz	https://www.dropbox.com/s/al3bjj8xtu28zd1/I84.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: N70 Salpingitis and oophoritis	N70.assoc.tsv.gz	wget https://www.dropbox.com/s/9q5mwbzhpa71mv4/N70.assoc.tsv.gz?dl=0 -O N70.assoc.tsv.gz	https://www.dropbox.com/s/9q5mwbzhpa71mv4/N70.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: M80 Osteoporosis with pathological fracture	M80.assoc.tsv.gz	wget https://www.dropbox.com/s/vs99h1mdw4cemqs/M80.assoc.tsv.gz?dl=0 -O M80.assoc.tsv.gz	https://www.dropbox.com/s/vs99h1mdw4cemqs/M80.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: K52 Other non-infective gastro-enteritis and colitis	K52.assoc.tsv.gz	wget https://www.dropbox.com/s/gi64du8ludckwve/K52.assoc.tsv.gz?dl=0 -O K52.assoc.tsv.gz	https://www.dropbox.com/s/gi64du8ludckwve/K52.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: O75 Other complications of labour and delivery, not elsewhere classified	O75.assoc.tsv.gz	wget https://www.dropbox.com/s/di2hbdr7s09jg7w/O75.assoc.tsv.gz?dl=0 -O O75.assoc.tsv.gz	https://www.dropbox.com/s/di2hbdr7s09jg7w/O75.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: Z04 Examination and observation for other reasons	Z04.assoc.tsv.gz	wget https://www.dropbox.com/s/8gvz8e0x9ewgk9w/Z04.assoc.tsv.gz?dl=0 -O Z04.assoc.tsv.gz	https://www.dropbox.com/s/8gvz8e0x9ewgk9w/Z04.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: S69 Other and unspecified injuries of wrist and hand	S69.assoc.tsv.gz	wget https://www.dropbox.com/s/tuy9wh7bri4b1zm/S69.assoc.tsv.gz?dl=0 -O S69.assoc.tsv.gz	https://www.dropbox.com/s/tuy9wh7bri4b1zm/S69.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: N71 Inflammatory disease of uterus, except cervix	N71.assoc.tsv.gz	wget https://www.dropbox.com/s/1y4oklyw4lszzxs/N71.assoc.tsv.gz?dl=0 -O N71.assoc.tsv.gz	https://www.dropbox.com/s/1y4oklyw4lszzxs/N71.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: I85 Oesophageal varices	I85.assoc.tsv.gz	wget https://www.dropbox.com/s/bwucx5egem4754r/I85.assoc.tsv.gz?dl=0 -O I85.assoc.tsv.gz	https://www.dropbox.com/s/bwucx5egem4754r/I85.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: M81 Osteoporosis without pathological fracture	M81.assoc.tsv.gz	wget https://www.dropbox.com/s/smer6s0b2xl68fm/M81.assoc.tsv.gz?dl=0 -O M81.assoc.tsv.gz	https://www.dropbox.com/s/smer6s0b2xl68fm/M81.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: O80 Single spontaneous delivery	O80.assoc.tsv.gz	wget https://www.dropbox.com/s/sut8fmul32atjvh/O80.assoc.tsv.gz?dl=0 -O O80.assoc.tsv.gz	https://www.dropbox.com/s/sut8fmul32atjvh/O80.assoc.tsv.gz?dl=0
Diagnoses - main ICD10: K55 Vascular disorders of intestine	K55.assoc.tsv.gz	wget https://www.dropbox.com/s/xagb9v0we4k2s1k/K55.assoc.tsv.gz?dl=0 -O K55.assoc.tsv.gz	https://www.dropbox.com/s/xagb9v0we4k2s1k/K55.assoc.tsv.gz?dl=0
